date_start,date_end,title,category,game,source,confidence,note
2019-02-05,,"Twitch Prime特典「FFXIVスターターパック」無料配布 開始",external_campaign,FFXIV,"4Gamer 2019-02-05 https://www.4gamer.net/games/199/G019924/20190205051/",中,"新生エオルゼア＋30日プレイ権。終了日は 要確認（5/3までとする二次情報あり）"
2021-12-16,,"パッケージ版出荷・DL版販売の一時停止を発表（混雑対策）",external_campaign,FFXIV,"4Gamer 2021-12-16 https://www.4gamer.net/games/552/G055220/20211216073/",高,"広告出稿も停止。既存ユーザーへ無料プレイ権付与"
2022-01-25,,"新規プレイヤー向け商品の販売再開",external_campaign,FFXIV,"GAME Watch https://game.watch.impress.co.jp/docs/news/1380555.html",高,
2012-08-02,,"ドラゴンクエストX 目覚めし五つの種族（Ver.1）Wii版 サービス開始",expansion,DQX,"ja.Wikipedia",中,
2013-03-30,,"DQX Wii U版 サービス開始",platform,DQX,"ja.Wikipedia",中,
2013-09-26,,"DQX Windows版 サービス開始",platform,DQX,"ja.Wikipedia",中,
2013-12-05,,"DQX Ver.2 眠れる勇者と導きの盟友",expansion,DQX,"ja.Wikipedia",中,
2014-08-07,,"DQX オールインワンパッケージ version 1-2",expansion,DQX,"ja.Wikipedia",中,
2015-04-30,,"DQX Ver.3 いにしえの竜の伝承",expansion,DQX,"ja.Wikipedia",中,
2015-12-03,,"DQX オールインワンパッケージ version 1-3",expansion,DQX,"ja.Wikipedia",中,
2017-08-17,,"DQX PlayStation 4版 サービス開始",platform,DQX,"ja.Wikipedia",中,
2017-09-21,,"DQX Nintendo Switch版 サービス開始",platform,DQX,"ja.Wikipedia",中,
2017-11-16,,"DQX Ver.4 5000年の旅路 遥かなる故郷へ",expansion,DQX,"ja.Wikipedia",中,
2018-07-26,,"DQX オールインワンパッケージ version 1-4",expansion,DQX,"ja.Wikipedia",中,
2019-10-24,,"DQX Ver.5 いばらの巫女と滅びの神",expansion,DQX,"ja.Wikipedia",中,
2020-05-14,,"DQX オールインワンパッケージ version 1-5",expansion,DQX,"ja.Wikipedia",中,
2021-11-11,,"DQX Ver.6 天星の英雄たち",expansion,DQX,"ja.Wikipedia",中,
2022-09-15,,"ドラゴンクエストX 目覚めし五つの種族 オフライン 発売",other,DQX,"ドラクエ公式 https://www.dragonquest.jp/topics/detail/3709/",高,"PS5/PS4/Switch/Steam。オンライン版とは別商品"
2022-10-20,,"DQX オールインワンパッケージ version 1-6",expansion,DQX,"ja.Wikipedia",中,
2024-03-21,,"DQX Ver.7 未来への扉とまどろみの少女／オールインワンパッケージ version 1-7",expansion,DQX,"ja.Wikipedia／スクエニトピックス https://www.jp.square-enix.com/topics/detail/2858/",高,
2026-06-25,,"DQX Ver.8 時空の迷い子たち／オールインワンパッケージ version 1-8",expansion,DQX,"ドラクエ公式 https://www.dragonquest.jp/news/detail/4178/ ／目覚めし冒険者の広場",高,"価格4,950円（税込）"
2026-04-17,,"DQX オールインワンパッケージ version 1-7 80%OFFセール",other,DQX,"目覚めし冒険者の広場 https://hiroba.dqx.jp/sc/topics/detail/d4b40e6113d6268363e7a93d4cbe6875/",低,"開始日として掲載日を採用。実施期間 要確認"
2026-07-10,,"DQX オールインワンパッケージ version 1-8 スタートダッシュセール",other,DQX,"目覚めし冒険者の広場 https://hiroba.dqx.jp/sc/topics/detail/ddf88ea64eaed0f3de5531ac964a0a1a/",低,"実施期間 要確認"
2013-03-27,,"FFXI 拡張データディスク「アドゥリンの魔境」発売",expansion,FFXI,"ja.Wikipedia／FF11用語辞典",中,"FFXI最後の拡張データディスク"
2016-03-31,,"FFXI PlayStation 2版・Xbox 360版 サービス終了",platform,FFXI,"FFXI公式／ja.Wikipedia",中,"以降はWindows版のみ。分析窓の直前"
2020-08-06,,"FFXI 新ストーリー「蝕世のエンブリオ」開幕",other,FFXI,"Famitsu 2020-08-03 https://www.famitsu.com/news/202008/03203348.html",中,"月次バージョンアップで継続配信"
